Sample_ID,Species,Location,Catch_Method_Notes,Tissue,Year,Date_Collected,Date_Dissected,Date_Analyzed,Fork_Length ,Unit_FLength,Weight,Unit_weight,ë13C,ë15N,ë34S,X.C,X.N,C.N_ratio,X.S ,d13C_Lipid_Corr,Notes
2019-SIL-180,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,30-07-2019,20-10-2022,5.5,Centimeters,1.66,Grams,-26.86,7.55,10.32,46.87,7.82,5.99,0.63,-24.4,Fyke Net
2019-SIL-182,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,31-07-2019,20-10-2022,5.4,Centimeters,1.696,Grams,-25.66,8.84,11.77,48.65,9.67,5.03,0.78,-23.8,Fyke Net
2019-SIL-183,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,31-07-2019,20-10-2022,5.9,Centimeters,2.442,Grams,-26.18,8.18,14.08,51.17,8.69,5.89,0.59,-23.8,Fyke Net
2019-SIL-184,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,31-07-2019,20-10-2022,5.8,Centimeters,2.101,Grams,-27.56,7.01,15.73,47.1,9.33,5.05,0.55,-25.7,Fyke Net
2019-SIL-185,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,31-07-2019,20-10-2022,5.8,Centimeters,1.957,Grams,-24.64,9.4,12.85,50.98,9.79,5.21,0.7,-22.7,Fyke Net
2019-SIL-186,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,31-07-2019,20-10-2022,5.4,Centimeters,1.784,Grams,-27.69,7.02,10.34,51.14,11.25,4.54,0.78,-26.3,Fyke Net
2019-SIL-190,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,31-07-2019,20-10-2022,6,Centimeters,2.419,Grams,-25.8,9,13.49,44.73,8.87,5.04,0.61,-24,Fyke Net
2019-SIL-191,Parr,Cassilis,Fyke Net,Liver,2019,05-06-2019,31-07-2019,20-10-2022,6.3,Centimeters,2.212,Grams,-26.4,7.58,11.22,44.77,8.94,5.01,0.55,-24.6,Fyke Net
2019-SIL-198,Parr,Cassilis,Fyke Net,Liver,2019,05-06-2019,02-08-2019,20-10-2022,5.7,Centimeters,1.966,Grams,-26.58,8.72,10.92,45.6,8.72,5.23,0.6,-24.6,Fyke Net
2019-SIL-199,Parr,Cassilis,Fyke Net,Liver,2019,05-06-2019,02-08-2019,20-10-2022,6.6,Centimeters,3.286,Grams,-28.35,6.85,9.22,45.7,9.14,5,0.69,-26.5,Fyke Net
2019-SIL-200,Parr,Cassilis,Fyke Net,Liver,2019,05-06-2019,02-08-2019,20-10-2022,6.4,Centimeters,2.873,Grams,-27.22,7.25,10.59,44.16,8.37,5.28,0.54,-25.2,Fyke Net
2019-SIL-201,Parr,Cassilis,Fyke Net,Liver,2019,05-06-2019,02-08-2019,20-10-2022,5.3,Centimeters,1.67,Grams,-26.85,7.71,11.74,44.88,8.96,5.01,0.66,-25,Fyke Net
2019-SIL-202,Parr,Cassilis,Fyke Net,Liver,2019,05-06-2019,02-08-2019,20-10-2022,6.4,Centimeters,2.702,Grams,-27.54,7.24,10.26,44.33,9.08,4.89,0.65,-25.8,Fyke Net
2019-SIL-203,Parr,Cassilis,Fyke Net,Liver,2019,17-05-2019,08-08-2019,Unknown,6.1,Centimeters,2.954,Grams,,,,,,,,,Fyke Net
2019-SIL-230,Smolt,NW Miramichi,Rotary Screw Trap (Smolt),Liver,2019,17-05-2019,08-08-2019,Unknown,12.1,Centimeters,15.476,Grams,-28.13,8.64,10.86,43.85,8.11,5.4,0.52,-26,
2019-SIL-231,Smolt,NW Miramichi,Rotary Screw Trap (Smolt),Liver,2019,09-06-2019,08-08-2019,Unknown,13.3,Centimeters,22.199,Grams,-27.25,7.97,15.27,41.82,12.24,3.42,0.68,-27.1,
2019-SIL-253,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,26.2,Centimeters,208.099,Grams,-21.15,12.59,18.66,48.88,10.81,4.52,1.14,-19.7,
2019-SIL-254,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,24.6,Centimeters,185.134,Grams,-20.85,12.53,18.99,48.38,11.04,4.38,1.25,-19.6,
2019-SIL-255,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,25.2,Centimeters,212.22,Grams,-20.72,11.7,18.92,47.91,11.6,4.13,1.05,-19.7,
2019-SIL-256,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,24.4,Centimeters,193.865,Grams,-20.82,12.18,18.8,46.85,11.28,4.15,1.1,-19.8,
2019-SIL-257,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,23.1,Centimeters,153.033,Grams,-20.66,12.16,19.03,48.17,11.62,4.14,1.04,-19.6,
2019-SIL-258,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,20-02-2020,25,Centimeters,188.847,Grams,-20.64,12.63,19.06,48.95,11.05,4.43,1.28,-19.3,
2019-SIL-259,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,23.6,Centimeters,165.76,Grams,-20.87,12.32,17.86,48.69,11.08,4.4,1.16,-19.6,
2019-SIL-260,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,26.7,Centimeters,216.955,Grams,-20.97,12.05,18.17,48.71,11.83,4.12,1.08,-19.9,
2019-SIL-261,Alewife,Cassilis,Net Type Unknown,Liver,2019,09-06-2019,13-08-2019,13-03-2020,24.7,Centimeters,294.843,Grams,-20.65,11.65,18.47,46.83,11.53,4.06,1.14,-19.7,
2019-SIL-262,Alewife,Cassilis,Net Type Unknown,Liver,2019,22-05-2019,13-08-2019,13-03-2020,25.8,Centimeters,204.331,Grams,-21.05,12.54,18.71,50.15,10.84,4.62,1.11,-19.5,
2019-SIL-270,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,22-05-2019,15-08-2019,Unknown,43.4,Centimeters,1532,Grams,-19.9,13.9,20.79,43.58,7.07,6.17,0.51,-17.4,
2019-SIL-271,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,22-05-2019,15-08-2019,Unknown,45.7,Centimeters,1164.91,Grams,-19.67,14.64,19.71,43.44,7.3,5.95,0.57,-17.3,
2019-SIL-272,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,22-05-2019,15-08-2019,Unknown,37.9,Centimeters,729.11,Grams,-19.03,14.5,19.78,42.61,6.96,6.13,0.51,-16.5,
2019-SIL-273,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,22-05-2019,15-08-2019,Unknown,49.9,Centimeters,1758.72,Grams,-21.63,14.25,22.22,48.11,7.31,6.59,0.48,-18.9,
2019-SIL-274,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,12-06-2019,15-08-2019,Unknown,39.2,Centimeters,711.98,Grams,-18.83,14.34,19.58,42.79,8.18,5.23,0.68,-16.9,
2019-SIL-275,American Eel,Bass Trap,Fyke Net,Liver,2019,26-05-2019,15-08-2019,13-03-2020,59.6,Centimeters,331.036,Grams,-16.1,12.35,13.08,52.25,9.66,5.41,1.06,-14,
2019-SIL-276,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,26-05-2019,16-08-2019,27-11-2020,43.7,Centimeters,1057.21,Grams,-18.51,14.8,16.16,47.42,9.69,4.89,0.97,-16.8,
2019-SIL-277,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,26-05-2019,16-08-2019,27-11-2020,49.3,Centimeters,1599.04,Grams,-15.52,13.17,14.2,48.19,9.51,5.07,0.97,-13.7,
2019-SIL-278,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,26-05-2019,16-08-2019,27-11-2020,48.3,Centimeters,1525.54,Grams,-20.69,14.4,18.26,50.57,8.35,6.06,0.88,-18.2,
2019-SIL-279,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,26-05-2019,16-08-2019,27-11-2020,46.2,Centimeters,1335.2,Grams,-18.77,14.87,17.57,46.35,9.52,4.87,1.09,-17.1,
2019-SIL-280,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,11-06-2019,16-08-2019,27-11-2020,48.2,Centimeters,1576.75,Grams,-20.89,13.46,18.97,49.18,10.12,4.86,1.05,-19.2,
2019-SIL-281,American Eel,Bass Trap,Fyke Net,Liver,2019,11-06-2019,19-08-2019,13-03-2020,34.2,Centimeters,55.079,Grams,-22.74,15.24,14.77,48.99,9.54,5.13,1.17,-20.8,
2019-SIL-282,American Eel,Bass Trap,Fyke Net,Liver,2019,12-06-2019,19-08-2019,13-03-2020,35.5,Centimeters,74.078,Grams,-24.62,12.63,10.04,49,11.44,4.28,1.35,-23.4,
2019-SIL-283,American Eel,Bass Trap,Fyke Net,Liver,2019,07-06-2019,19-08-2019,13-03-2020,78.2,Centimeters,Unknown,Grams,-21.5,16.21,13.96,50.83,10.43,4.87,1.14,-19.8,
2019-SIL-284,American Eel,Bass Trap,Fyke Net,Liver,2019,07-06-2019,19-08-2019,13-03-2020,45.4,Centimeters,150.003,Grams,-21.82,15.05,15.16,51.11,10.53,4.86,1.25,-20.1,
2019-SIL-285,American Eel,Bass Trap,Fyke Net,Liver,2019,06-06-2019,19-08-2019,13-03-2020,Unknown,Centimeters,138.498,Grams,-19.74,14.85,14.52,58.13,7.53,7.72,0.75,-16.6,
2019-SIL-287,American Eel,Cassilis,Fyke Net,Liver,2019,26-06-2019,20-08-2019,13-03-2020,61,Centimeters,257.966,Grams,-31.55,7.81,3.45,52.24,8.79,5.95,0.99,-29.1,
2019-SIL-290,American Eel,Bass Trap,Fyke Net,Liver,2019,26-06-2019,20-08-2019,13-03-2020,52,Centimeters,255.551,Grams,-14.23,11.84,13.93,49.93,9.32,5.36,1.1,-12.2,
2019-SIL-291,American Eel,Bass Trap,Fyke Net,Liver,2019,29-06-2019,20-08-2019,13-03-2020,41.6,Centimeters,106.91,Grams,-16.47,12.47,12.93,51.29,10.33,4.96,1.21,-14.7,
2019-SIL-292,American Eel,Cassilis,Fyke Net,Liver,2019,04-06-2019,20-08-2019,13-03-2020,37.7,Centimeters,84.538,Grams,-16.33,12.77,11.81,50.55,10.48,4.83,1.19,-14.7,
2019-SIL-293,Striped Bass,Cassilis,Net Type Unknown,Liver,2020,31-05-2019,22-08-2019,20-09-2022,67.8,Centimeters,4033.4,Grams,-20.39,14.33,21.21,43.78,7.83,5.59,0.65,-18.2,
2019-SIL-294,American Eel,Bass Trap,Fyke Net,Liver,2019,31-05-2019,23-08-2019,13-03-2020,41.9,Centimeters,106.61,Grams,-24.11,14.73,12.68,55.08,8.73,6.31,1,-21.5,
2019-SIL-295,American Eel,Bass Trap,Fyke Net,Liver,2019,30-05-2019,23-08-2019,13-03-2020,41,Centimeters,113.674,Grams,-20.7,13.38,12.19,50.53,10.64,4.75,1.12,-19.1,
2019-SIL-296,American Eel,Cassilis,Fyke Net,Liver,2019,04-06-2019,23-08-2019,13-03-2020,54.3,Centimeters,305.418,Grams,-22.88,12.65,14.14,55.35,9.23,6,0.95,-20.4,
2019-SIL-297,American Eel,Bass Trap,Fyke Net,Liver,2019,25-05-2019,23-08-2019,13-03-2020,62.3,Centimeters,440.973,Grams,-25.66,13.29,12.49,56.45,8.44,6.69,1.02,-22.9,
2019-SIL-298,Alewife,Bass Trap,Net Type Unknown,Liver,2019,25-05-2019,27-08-2019,11-10-2022,25.5,Centimeters,217.1,Grams,-22.4,13.05,21.61,54.21,9.76,5.55,0.69,-20.2,
2019-SIL-299,Alewife,Bass Trap,Net Type Unknown,Liver,2019,25-05-2019,27-08-2019,11-10-2022,24.4,Centimeters,183.7,Grams,-21.3,12.76,21.79,50.23,11.87,4.23,0.71,-20.2,
2019-SIL-300,Alewife,Bass Trap,Net Type Unknown,Liver,2019,25-05-2019,27-08-2019,11-10-2022,26.6,Centimeters,245.6,Grams,-20.82,12.11,21.18,50.2,12.08,4.16,0.73,-19.7,
2019-SIL-301,Alewife,Bass Trap,Net Type Unknown,Liver,2019,25-05-2019,27-08-2019,11-10-2022,23.9,Centimeters,166.9,Grams,-21.57,13.17,21.4,52.21,11.71,4.46,0.78,-20.2,
2019-SIL-302,Alewife,Bass Trap,Net Type Unknown,Liver,2019,30-05-2019,27-08-2019,11-10-2022,25.4,Centimeters,237.4,Grams,-23.04,13.75,22.66,58.08,9.18,6.33,0.57,-20.4,
2019-SIL-304,American Eel,Cassilis,Fyke Net,Liver,2019,25-05-2019,27-08-2019,13-03-2020,55.5,Centimeters,305.05,Grams,-23.9,12.69,12.32,50.27,9.74,5.16,1.04,-22,
2019-SIL-303,Alewife,Bass Trap,Net Type Unknown,Liver,2019,26-05-2019,27-08-2019,Unknown,24.9,Centimeters,192.1,Grams,-22.91,12.93,22.24,53.33,6.63,8.05,0.41,-19.6,
2019-SIL-305,American Eel,Cassilis,Fyke Net,Liver,2019,26-05-2019,27-08-2019,27-11-2020,42.4,Centimeters,110.405,Grams,-25.51,11.5,7.71,51.42,10.87,4.73,1.07,-23.9,
2019-SIL-306,American Eel,Bass Trap,Fyke Net,Liver,2019,30-05-2019,27-08-2019,27-11-2020,64.5,Centimeters,437.7,Grams,-17.43,13.99,12.23,56.33,9.19,6.13,0.97,-14.9,
2019-SIL-307,American Eel,Cassilis,Fyke Net,Liver,2019,26-05-2019,27-08-2019,27-11-2020,57.9,Centimeters,370.02,Grams,-23.73,11.94,12.22,52.32,10.27,5.09,1.13,-21.9,
2019-SIL-308,American Eel,Cassilis,Fyke Net,Liver,2019,31-05-2019,28-08-2019,27-11-2020,47.5,Centimeters,180.25,Grams,-22.98,13.77,14.74,50.84,10.04,5.07,1.05,-21.1,
2019-SIL-310,American Eel,Cassilis,Fyke Net,Liver,2019,31-05-2019,29-08-2019,27-11-2020,66.1,Centimeters,542.1,Grams,-21.19,14.19,17.11,50.24,8.11,6.19,1.09,-18.6,
2019-SIL-311,American Eel,Cassilis,Fyke Net,Liver,2019,31-05-2019,29-08-2019,Unknown,643,Centimeters,532.7,Grams,-23.84,14.15,17.32,54.07,6.38,8.47,0.45,-20.4,
2019-SIL-312,American Eel,Cassilis,Fyke Net,Liver,2019,07-06-2019,29-08-2019,Unknown,618,Centimeters,493.1,Grams,-24.25,9.6,13.46,45.64,9.53,4.79,0.36,-22.6,
2019-SIL-313,Alewife,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,04-09-2019,20-02-2020,24.3,Centimeters,170.2,Grams,-20.43,12.4,17.66,48.33,12.3,3.93,1.2,-19.6,
2019-SIL-314,Alewife,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,04-09-2019,20-02-2020,22.9,Centimeters,143.8,Grams,-20.01,12.54,18.27,48.97,12.32,3.98,1.36,-19.1,
2019-SIL-315,Alewife,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,04-09-2019,20-02-2020,25,Centimeters,198.7,Grams,-20.31,12.58,18.26,48.62,11.87,4.1,1.13,-19.3,
2019-SIL-316,Alewife,Bass Trap,Net Type Unknown,Liver,2019,06-06-2019,04-09-2019,20-02-2020,23.8,Centimeters,172,Grams,-19.52,12.46,18.15,47.51,11.84,4.01,1.17,-18.6,
2019-SIL-319,Alewife,Location Unknown,Net Type Unknown,Liver,2019,06-06-2019,10-09-2019,Unknown,23.6,Centimeters,159.1,Grams,-20.83,11.47,20.92,43.07,8.8,4.9,0.61,-19.1,
2019-SIL-320,Alewife,Location Unknown,Net Type Unknown,Liver,2019,06-06-2019,10-09-2019,Unknown,24.2,Centimeters,138.4,Grams,-21.04,12.68,20.71,44.43,8.7,5.11,0.65,-19.2,
2019-SIL-323,Alewife,Bass Trap,Net Type Unknown,Liver,2019,05-06-2019,10-09-2019,20-02-2020,23.3,Centimeters,169.3,Grams,-20.3,13.1,17.35,49.64,11.47,4.32,1.22,-19.1,
2019-SIL-324,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,05-06-2019,11-09-2019,20-02-2020,47.3,Centimeters,1315.9,Grams,-19.34,14.87,15.91,49.48,10.79,4.59,1.23,-17.9,
2019-SIL-325,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,05-06-2019,11-09-2019,03-16-2020,44.1,Centimeters,1098.3,Grams,-18.18,14.69,13.27,48.92,9.71,5.04,1.15,-16.3,
2019-SIL-326,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,05-06-2019,11-09-2019,03-16-2020,48.7,Centimeters,1413.1,Grams,-18.45,15.26,13.64,47.73,9.28,5.15,1.09,-16.5,
2019-SIL-327,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,05-06-2019,11-09-2019,03-16-2020,50.3,Centimeters,1511.5,Grams,-18.76,15.31,14.38,47.85,10.99,4.36,1.37,-17.5,
2019-SIL-328,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,07-06-2019,11-09-2019,03-16-2020,46.2,Centimeters,1337.5,Grams,-20.25,14.78,16.86,50.63,10.39,4.87,1.28,-18.5,
2019-SIL-329,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,12-09-2019,03-16-2020,51.5,Centimeters,1827.2,Grams,-20.11,14.71,16.68,48.48,10.2,4.75,1.27,-18.5,
2019-SIL-330,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,12-09-2019,03-16-2020,48.4,Centimeters,1596.3,Grams,-19.44,14.38,17.13,48.66,10.8,4.51,1.13,-18,
2019-SIL-331,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,12-09-2019,03-16-2020,41.6,Centimeters,832.4,Grams,-19.7,14.28,13.67,50.47,8.98,5.62,1.05,-17.5,
2019-SIL-332,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,12-09-2019,03-16-2020,54.2,Centimeters,1769.3,Grams,-19,14.57,15.81,48.19,11.53,4.18,1.32,-17.9,
2019-SIL-333,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,12-09-2019,03-16-2020,63.5,Centimeters,3057.8,Grams,-18,14.16,14.64,46.9,14.53,3.23,1.02,-18.1,
2019-SIL-334,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,23-10-2019,03-16-2020,40.5,Centimeters,780,Grams,-16.93,14.69,11.1,47.78,10.37,4.61,1.2,-15.4,
2019-SIL-335,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,23-10-2019,03-16-2020,35,Centimeters,489,Grams,-19.05,14.59,15.11,50.54,10.49,4.82,1.14,-17.4,
2019-SIL-336,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,23-10-2019,03-16-2020,76,Centimeters,5766.5,Grams,-20.58,14.74,19.58,49.98,9.36,5.34,1.24,-18.5,
2019-SIL-337,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,07-06-2019,23-10-2019,03-16-2020,45.1,Centimeters,1064.5,Grams,-18.85,15.9,14.53,49.1,10.65,4.61,1.2,-17.4,
2019-SIL-338,Striped Bass,Bass Trap,Net Type Unknown,Liver,2019,08-06-2019,23-10-2019,03-16-2020,34.1,Centimeters,667.8,Grams,-18.92,14.53,15.98,47.95,10.28,4.66,1.24,-17.4,
2019-SIL-339,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,08-06-2019,23-10-2019,Unknown,53,Centimeters,1712.14,Grams,-19.89,14.1,20.46,48.9,11.28,4.34,0.74,-18.6,
2019-SIL-340,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,08-06-2019,23-10-2019,Unknown,41.5,Centimeters,902.8,Grams,-19.43,14.16,18.1,51.7,8.75,5.91,0.75,-17,
2019-SIL-342,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,08-06-2019,23-10-2019,Unknown,42.6,Centimeters,873.3,Grams,-19.85,14.03,18.71,53.04,9.92,5.35,0.9,-17.8,
2019-SIL-343,Striped Bass,Cassilis,Net Type Unknown,Liver,2019,16-05-2019,23-10-2019,Unknown,38.8,Centimeters,701.5,Grams,-18.6,14.57,17.74,50.06,12.12,4.13,1.14,-17.6,
20ME4SB-SIL-03,Fourspine Stickleback,Bass Trap,Fyke Net,Liver,2019,16-05-2019,Unknown,03-12-2020,4.7,Centimeters,1.24,Grams,-21.52,13.73,12.14,55.74,9.83,5.67,1.22,-19.3,
20ME4SB-SIL-04,Fourspine Stickleback,Bass Trap,Fyke Net,Liver,2019,16-05-2019,Unknown,03-12-2020,4,Centimeters,0.86,Grams,-22.87,13.32,,63.64,11.47,5.55,,-20.7,
20ME4SB-SIL-05,Fourspine Stickleback,NW Miramichi,Net Type Unknown,Liver,2019,16-05-2019,Unknown,03-12-2020,4.1,Centimeters,0.95,Grams,-22.23,14.15,16.69,54.37,9.64,5.64,1.09,-20,
20ME4SB-SIL-06,Fourspine Stickleback,Bass Trap,Net Type Unknown,Liver,2019,16-05-2019,Unknown,03-12-2020,4.1,Centimeters,0.85,Grams,-21.43,14.28,,55.37,9.94,5.57,,-19.2,Fyke Net
20ME4SB-SIL-07,Fourspine Stickleback,Bass Trap,Net Type Unknown,Liver,2019,16-05-2019,Unknown,03-12-2020,5,Centimeters,1.2,Grams,-21.53,13.84,,54.16,9.88,5.48,,-19.4,Fyke Net
20ME4SB-SIL-08,Fourspine Stickleback,Opposite Hatchet,Seine Net,Liver,2019,16-05-2019,Unknown,03-12-2020,3.5,Centimeters,0.8,Grams,-23.54,9.88,,52.89,11.39,4.64,,-22,Fyke Net
20ME4SB-SIL-09,Fourspine Stickleback,Opposite Hatchet,Seine Net,Liver,2019,16-05-2019,Unknown,03-12-2020,4,Centimeters,1.01,Grams,-22.26,13.69,18.97,54.58,9.6,5.69,1.05,-20,Fyke Net
20ME4SB-SIL-10,Fourspine Stickleback,Opposite Hatchet,Seine Net,Liver,2019,16-05-2019,Unknown,03-12-2020,4,Centimeters,0.71,Grams,-20.72,6.29,,43.96,8.76,5.02,,-18.9,Fyke Net
20ME4SB-SIL-11,Fourspine Stickleback,Opposite Hatchet,Seine Net,Liver,2019,16-05-2019,Unknown,03-12-2020,3.4,Centimeters,0.4,Grams,-24.46,9.71,,51.63,10.76,4.8,,-22.8,Fyke Net
20ME4SB-SIL-12,Fourspine Stickleback,Opposite Hatchet,Seine Net,Liver,2019,16-05-2019,Unknown,03-12-2020,3.5,Centimeters,0.39,Grams,-25.59,9.61,,50,10.82,4.62,,-24.1,Fyke Net
20ME4SB-SIL-13,Fourspine Stickleback,Bass Trap,Net Type Unknown,Liver,2019,16-05-2019,Unknown,03-12-2020,4.5,Centimeters,1.24,Grams,-22.82,13.25,16.16,54.63,9.83,5.56,0.97,-20.6,Fyke Net
20ME4SB-SIL-14,Fourspine Stickleback,Bass Trap,Net Type Unknown,Liver,2019,Unknown,Unknown,03-12-2020,3.5,Centimeters,0.7,Grams,-21.89,13.28,,44.68,8.13,5.5,,-19.7,Fyke Net
20ME4SB-SIL-016,Fourspine Stickleback,Location Unknown,Net Type Unknown,Liver,2019,Unknown,Unknown,Unknown,3.9,Centimeters,Unknown,Grams,-22.17,12.51,13.91,47.14,18.51,2.55,1.57,-23.6,Fyke Net
20ME4SB-SIL-017,Fourspine Stickleback,Location Unknown,Net Type Unknown,Liver,2019,Unknown,Unknown,Unknown,3.3,Centimeters,Unknown,Grams,-23.04,12.87,21.65,13.72,3.53,3.89,0.18,-22.3,Fyke Net
20ME4SB-SIL-018,Fourspine Stickleback,Location Unknown,Net Type Unknown,Liver,2019,Unknown,Unknown,Unknown,3.5,Centimeters,Unknown,Grams,-22.54,12.3,20.32,44.07,15.12,2.92,0.84,-23.2,Fyke Net
20ME4SB-SIL-019,Fourspine Stickleback,Location Unknown,Net Type Unknown,Liver,2019,Unknown,Unknown,Unknown,3,Centimeters,0.41,Grams,-23.16,10.93,17.97,46.03,14.23,3.24,0.82,-23.3,Fyke Net
20ME4SB-SIL-020,Fourspine Stickleback,Location Unknown,Net Type Unknown,Liver,2019,11-06-2019,Unknown,Unknown,2.5,Centimeters,0.3,Grams,-22.87,11.53,15.03,46.99,15.21,3.09,1.08,-23.2,Fyke Net
20MEYP-SIL-01,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,11-06-2019,Unknown,01-12-2020,9.5,Centimeters,9.9,Grams,-21.84,14.51,15.53,53.08,11.02,4.82,1.1,-20.2,Fyke Net
20MEYP-SIL-02,Yellow Perch,Cassilis,Fyke Net,Liver,2019,07-06-2019,Unknown,01-12-2020,15.3,Centimeters,43.7,Grams,-31.4,10.13,8.3,50.91,11.56,4.4,1.07,-30.1,Fyke Net
20MEYP-SIL-03,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,07-06-2019,Unknown,01-12-2020,11.5,Centimeters,16.7,Grams,-24.62,11.53,12.84,51.42,11.11,4.63,1.16,-23.1,Fyke Net
20MEYP-SIL-04,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,07-06-2019,Unknown,01-12-2020,10.8,Centimeters,16.8,Grams,-22.11,13.24,15.63,52.82,11.37,4.65,1.17,-20.6,Fyke Net
20MEYP-SIL-05,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,07-06-2019,Unknown,01-12-2020,20.1,Centimeters,124.7,Grams,-27.27,10.71,7.17,50.23,10.51,4.78,1.17,-25.6,Fyke Net
20MEYP-SIL-06,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,07-06-2019,Unknown,01-12-2020,10.7,Centimeters,14.4,Grams,-22.68,13.06,14.74,51.17,10.41,4.92,1.22,-20.9,Fyke Net
20MEYP-SIL-07,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,07-06-2019,Unknown,01-12-2020,10.1,Centimeters,12.3,Grams,-25.63,10.43,12.59,51.85,10.41,4.98,1.12,-23.8,Fyke Net
20MEYP-SIL-08,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,unknown,Unknown,01-12-2020,28.1,Centimeters,252.3,Grams,-23.18,14.08,12.83,50.29,10.41,4.83,1.22,-21.5,Fyke Net
20MEYP-SIL-09,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,06-06-2019,Unknown,01-12-2020,11,Centimeters,17.6,Grams,-21.97,13.02,14.97,51.92,10.71,4.85,1.15,-20.3,Fyke Net
20MEYP-SIL-10,Yellow Perch,Cassilis,Fyke Net,Liver,2019,11-06-2019,Unknown,01-12-2020,17.8,Centimeters,65.05,Grams,-26.64,10.56,10.33,50.56,11.76,4.3,1.17,-25.4,Fyke Net
20MEYP-SIL-11,Yellow Perch,Cassilis,Fyke Net,Liver,2019,11-06-2019,Unknown,01-12-2020,21.1,Centimeters,107.84,Grams,-30.03,10.36,8.95,50.06,11.25,4.45,1.18,-28.7,Fyke Net
20MEYP-SIL-12,Yellow Perch,Cassilis,Fyke Net,Liver,2019,06-06-2019,Unknown,01-12-2020,25.1,Centimeters,191.88,Grams,-25.6,12.25,10.35,50.2,11.56,4.34,1.17,-24.4,Fyke Net
20MEYP-SIL-13,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,11-06-2019,Unknown,01-12-2020,32.3,Centimeters,369.12,Grams,-22.1,13.42,12.79,52.07,11.24,4.63,1.17,-20.6,Fyke Net
20MEYP-SIL-14,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,unknown,Unknown,01-12-2020,32,Centimeters,295.89,Grams,-22.46,13.15,12.9,48.56,11.33,4.29,1.2,-21.3,Fyke Net
20MEYP-SIL-15,Yellow Perch,Bass Trap,Fyke Net,Liver,2019,unknown,Unknown,01-12-2020,33,Centimeters,342.72,Grams,-23.08,13.09,13.12,50.65,9.75,5.19,1.14,-21.1,Fyke Net
