year / année,site / site,station / station,latitude / latitude,longitude / longitude,number of samples / nombre d'échantillons,mean water temperature / température moyenne de l'eau,mean salinity / salinité moyenne,mean dissolved oxygen / oxygène dissous moyen,total species observed / total des espèces observées,total yoy measured / total des jeunes mesurés,total adults measured / total des adultes mesurés,SAV was reported / VAS a été rapporté
2016,Tatamagouche (NS),Malagash Centre,45.77285,-63.305167,3,19.067,27.947,7.96,12,45,571,True
2017,Tatamagouche (NS),Malagash Centre,45.77285,-63.305167,3,19.4,27.323,8.143,11,13,1698,True
2018,Tatamagouche (NS),Malagash Centre,45.77285,-63.305167,1,15.4,26.95,8.62,6,1,736,False
2019,Tatamagouche (NS),Malagash Centre,45.77285,-63.305167,1,17.4,27.89,8.33,5,0,34,True
2013,Néguac (NB),Malpec Road,47.277433,-65.017733,3,20.833,21.457,6.853,19,90,695,True
2014,Néguac (NB),Malpec Road,47.277433,-65.017733,3,23.367,20.707,6.953,16,269,583,True
2015,Néguac (NB),Malpec Road,47.277433,-65.017733,3,20.2,21.94,7.977,23,170,230,True
2016,Néguac (NB),Malpec Road,47.277433,-65.017733,3,19.967,17.8,5.467,19,496,557,True
2017,Néguac (NB),Malpec Road,47.277433,-65.017733,3,20.133,23.197,7.183,16,91,242,True
2018,Néguac (NB),Malpec Road,47.277433,-65.017733,1,24.2,22.91,8.34,9,46,334,True
2011,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,3,17.633,27.267,6.897,32,2212,2558,True
2012,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,3,21.7,26.0,8.753,28,255,3615,True
2013,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,3,18.233,26.25,7.29,37,217,2453,True
2014,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,3,18.9,25.587,8.2,26,592,1541,True
2015,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,3,19.267,27.21,7.227,29,208,2223,True
2016,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,3,22.633,24.733,7.877,31,37,2342,True
2017,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,3,20.633,24.463,9.133,29,46,1896,True
2018,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,1,25.5,20.9,10.14,9,1,679,True
2019,Brackley/Covehead (PE),Marcie's,46.422222222222224,-63.1433333333333,1,0,0,0,10,200,673,True
2009,Bathurst Harbour (NB),Marina,47.65579,-65.62616,5,17.74,21.18,8.476,35,89,4410,True
2010,Bathurst Harbour (NB),Marina,47.65579,-65.62616,2,23.3,25.7,8.92,10,99,1027,False
2011,Bathurst Harbour (NB),Marina,47.65579,-65.62616,3,18.933,17.8,7.873,17,0,1939,True
2004,Bouctouche (NB),Marina,46.475972,-64.710486,5,16.19,25.758,8.156,45,1522,1616,True
2005,Bouctouche (NB),Marina,46.475972,-64.710486,5,18.466,21.12,7.618,43,1411,3453,True
2006,Bouctouche (NB),Marina,46.475972,-64.710486,5,18.76,24.6,6.318,38,0,1966,True
2007,Bouctouche (NB),Marina,46.475972,-64.710486,5,19.64,22.1,7.206,38,12858,4589,True
2008,Bouctouche (NB),Marina,46.475972,-64.710486,5,17.46,23.0,8.078,40,69,4634,True
2009,Bouctouche (NB),Marina,46.475972,-64.710486,5,17.0,21.62,7.58,40,88,4186,True
2010,Bouctouche (NB),Marina,46.475972,-64.710486,5,18.3,22.5,6.958,42,281,3568,True
2011,Bouctouche (NB),Marina,46.475972,-64.710486,3,19.133,20.2,7.42,33,190,3543,True
2012,Bouctouche (NB),Marina,46.475972,-64.710486,3,19.1,24.467,6.79,37,81,1412,True
2013,Bouctouche (NB),Marina,46.475972,-64.710486,3,19.7,22.273,7.627,30,31,1726,True
2014,Bouctouche (NB),Marina,46.475972,-64.710486,3,20.967,22.323,7.25,23,14,652,True
2015,Bouctouche (NB),Marina,46.475972,-64.710486,3,17.667,22.213,7.123,24,16,469,True
2016,Bouctouche (NB),Marina,46.475972,-64.710486,3,19.433,22.85,10.48,24,11,1145,True
2017,Bouctouche (NB),Marina,46.475972,-64.710486,3,19.133,20.883,7.29,28,39,1904,True
2018,Bouctouche (NB),Marina,46.475972,-64.710486,1,15.9,22.5,8.92,9,1,711,False
2019,Bouctouche (NB),Marina,46.475972,-64.710486,1,20.2,21.15,6.45,9,5,132,False
2004,Caraquet (NB),Marina,47.802127,-64.874018,3,18.403,26.927,7.49,16,54,647,True
2005,Caraquet (NB),Marina,47.802127,-64.874018,5,15.12,24.3,7.296,23,51,1578,True
2006,Caraquet (NB),Marina,47.802127,-64.874018,5,16.1,26.12,7.424,22,35,333,True
2007,Caraquet (NB),Marina,47.802127,-64.874018,5,17.7,25.6,10.24,35,988,18012,True
2008,Caraquet (NB),Marina,47.802127,-64.874018,5,15.2,22.34,8.626,24,455,3405,True
2009,Caraquet (NB),Marina,47.802127,-64.874018,5,15.68,25.68,7.812,18,31,549,True
2010,Caraquet (NB),Marina,47.802127,-64.874018,5,17.34,25.56,7.154,22,124,1166,True
2011,Caraquet (NB),Marina,47.802127,-64.874018,3,17.467,22.267,8.29,13,10,658,True
2012,Caraquet (NB),Marina,47.802127,-64.874018,3,18.967,25.4,8.583,18,279,1066,True
2013,Caraquet (NB),Marina,47.802127,-64.874018,3,16.667,25.193,8.767,18,644,1527,True
2014,Caraquet (NB),Marina,47.802127,-64.874018,3,20.867,15.457,8.593,12,257,1199,True
2015,Caraquet (NB),Marina,47.802127,-64.874018,3,17.667,24.92,8.39,14,161,465,True
2016,Caraquet (NB),Marina,47.802127,-64.874018,3,20.4,21.4,8.923,22,262,7213,True
2017,Caraquet (NB),Marina,47.802127,-64.874018,3,19.167,24.113,7.833,25,431,15339,True
2018,Caraquet (NB),Marina,47.802127,-64.874018,1,21.1,24.53,11.26,6,7,982,False
2019,Caraquet (NB),Marina,47.802127,-64.874018,1,16.0,15.5,9.5,3,0,392,False
2004,Pictou (NS),Marina,45.6829,-62.691,5,16.16,28.12,7.852,46,449,1681,True
2005,Pictou (NS),Marina,45.6829,-62.691,5,16.78,25.74,8.876,39,205,758,True
2006,Pictou (NS),Marina,45.6829,-62.691,5,17.76,26.08,8.762,49,1861,3456,True
2007,Pictou (NS),Marina,45.6829,-62.691,5,18.04,24.42,10.236,34,235,1553,True
2008,Pictou (NS),Marina,45.6829,-62.691,5,17.36,25.26,6.496,40,978,2583,True
2009,Pictou (NS),Marina,45.6829,-62.691,5,17.32,25.72,8.66,34,237,2051,True
2010,Pictou (NS),Marina,45.6829,-62.691,5,17.92,26.7,8.198,32,2294,2917,True
2011,Pictou (NS),Marina,45.6829,-62.691,3,19.267,24.767,7.71,25,359,1352,True
2012,Pictou (NS),Marina,45.6829,-62.691,3,19.9,25.897,8.707,23,21,890,True
2013,Pictou (NS),Marina,45.6829,-62.691,3,20.0,26.483,7.707,18,73,394,True
2014,Pictou (NS),Marina,45.6829,-62.691,3,21.1,24.627,8.307,18,85,127,True
2015,Pictou (NS),Marina,45.6829,-62.691,3,19.433,25.07,9.017,22,13,622,True
2016,Pictou (NS),Marina,45.6829,-62.691,3,18.633,27.443,8.183,20,28,621,True
2017,Pictou (NS),Marina,45.6829,-62.691,3,19.633,27.347,8.46,20,95,161,True
2018,Pictou (NS),Marina,45.6829,-62.691,1,19.7,21.4,9.7,4,0,64,True
2019,Pictou (NS),Marina,45.6829,-62.691,1,15.1,23.22,9.44,6,0,96,False
2004,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,5,18.5,28.206,8.564,46,339,4875,False
2005,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,5,19.64,23.58,7.518,44,241,3145,True
2006,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,4,18.15,24.925,7.033,33,0,1702,True
2007,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,5,19.74,24.78,7.69,41,2472,5241,True
2008,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,5,18.7,23.5,7.752,44,72,2862,True
2009,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,5,16.72,25.8,8.028,42,339,3259,True
2010,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,5,18.12,25.28,7.408,42,302,1910,True
2011,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,3,20.733,24.733,7.967,24,837,836,True
2012,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,3,19.3,25.98,8.193,30,11,822,True
2013,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,3,20.8,23.213,7.603,26,1567,446,True
2014,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,3,21.767,25.283,8.16,24,258,611,True
2015,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,3,19.433,24.42,8.413,26,179,1311,True
2016,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,3,19.567,24.61,7.987,26,1,1265,True
2017,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,3,19.233,25.28,8.733,26,53,2426,True
2018,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,1,12.2,24.6,8.33,8,0,635,True
2019,Cocagne (NB),Marina Beach Cape,46.35647,-64.573946,1,21.9,23.7,7.73,8,0,372,False
2011,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,2,18.75,24.2,8.765,11,0,235,True
2012,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,3,22.333,23.333,11.17,0,0,0,True
2013,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,3,19.6,26.173,8.997,24,856,4600,True
2014,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,3,21.033,19.99,8.35,17,281,1596,True
2015,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,3,21.633,25.57,10.753,5,118,664,True
2016,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,3,23.667,23.0,8.113,14,494,10909,True
2017,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,3,25.0,21.03,12.77,2,5,1,True
2018,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,1,22.8,23.62,9.87,10,5,729,True
2019,Brackley/Covehead (PE),Mary's,46.416111111111114,-63.1655555555556,1,0,0,0,7,92,713,True
2014,Enmore (PE),McGees Field,46.62024,-64.08209,3,18.633,26.07,7.753,16,1386,1297,True
2015,Enmore (PE),McGees Field,46.62024,-64.08209,3,19.133,27.533,9.09,11,8,3193,True
2016,Enmore (PE),McGees Field,46.62024,-64.08209,3,17.333,24.667,7.407,11,153,1137,True
2017,Enmore (PE),McGees Field,46.62024,-64.08209,3,20.833,26.837,7.08,11,29,709,False
2018,Enmore (PE),McGees Field,46.62024,-64.08209,1,16.7,25.38,7.66,10,0,98,False
2019,Enmore (PE),McGees Field,46.62024,-64.08209,1,18.6,25.6,7.8,6,0,94,False
2006,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,5,16.06,23.04,8.43,37,287,688,True
2007,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,5,17.66,25.16,10.064,31,1031,1301,True
2008,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,5,15.86,21.12,8.096,37,244,1895,True
2009,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,5,16.8,22.84,10.916,42,74,1599,True
2010,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,5,16.98,23.54,9.488,35,316,909,True
2011,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,3,19.767,19.533,8.147,29,221,832,True
2012,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,3,19.367,24.533,8.017,19,14,382,True
2013,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,3,18.067,23.26,8.363,27,24,440,True
2014,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,3,17.833,22.803,7.827,15,67,271,True
2015,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,3,20.633,23.803,9.48,22,37,262,True
2016,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,3,19.867,22.29,9.85,24,185,1009,True
2017,Richibouctou (NB),McGuire Beach,46.692181,-64.824549,3,21.867,23.75,8.117,28,2442,1292,True
2013,Néguac (NB),McLeod Road,47.263633,-65.04365,3,20.367,14.83,8.303,23,499,1090,True
2014,Néguac (NB),McLeod Road,47.263633,-65.04365,3,22.2,14.74,8.023,22,121,419,True
2015,Néguac (NB),McLeod Road,47.263633,-65.04365,3,19.6,14.7,6.733,14,139,248,True
2016,Néguac (NB),McLeod Road,47.263633,-65.04365,3,20.567,16.367,5.887,24,169,510,True
2017,Néguac (NB),McLeod Road,47.263633,-65.04365,3,20.1,22.603,7.3,15,105,241,True
2018,Néguac (NB),McLeod Road,47.263633,-65.04365,1,23.5,16.4,9.37,7,16,138,True
2004,Mill River (PE),Meggison Creek,46.773778,-64.126831,5,16.93,24.852,9.472,28,294,2544,True
2005,Mill River (PE),Meggison Creek,46.773778,-64.126831,5,18.72,21.28,9.848,13,0,3841,True
2006,Mill River (PE),Meggison Creek,46.773778,-64.126831,5,19.58,21.28,7.06,8,0,598,True
2007,Mill River (PE),Meggison Creek,46.773778,-64.126831,5,19.58,23.66,8.31,22,301,8044,True
2008,Mill River (PE),Meggison Creek,46.773778,-64.126831,5,20.56,20.1,10.256,34,990,10797,True
2009,Mill River (PE),Meggison Creek,46.773778,-64.126831,5,21.58,21.62,12.16,31,4507,5041,True
2010,Mill River (PE),Meggison Creek,46.773778,-64.126831,5,20.5,24.0,8.248,30,655,5812,True
2011,Mill River (PE),Meggison Creek,46.773778,-64.126831,3,21.867,22.033,9.91,20,61,1242,True
2012,Mill River (PE),Meggison Creek,46.773778,-64.126831,3,23.067,25.233,10.437,14,58,5484,True
2013,Mill River (PE),Meggison Creek,46.773778,-64.126831,3,21.367,22.25,12.77,13,11703,6421,True
2014,Mill River (PE),Meggison Creek,46.773778,-64.126831,3,23.767,22.573,10.283,16,1017,12478,True
2015,Mill River (PE),Meggison Creek,46.773778,-64.126831,1,18.5,18.2,14.48,0,0,0,True
2016,Mill River (PE),Meggison Creek,46.773778,-64.126831,3,23.533,22.8,10.313,16,5032,3074,True
2017,Mill River (PE),Meggison Creek,46.773778,-64.126831,3,22.633,24.137,8.273,24,1447,2803,True
2018,Mill River (PE),Meggison Creek,46.773778,-64.126831,1,20.1,23.69,10.24,8,3,740,True
2019,Mill River (PE),Meggison Creek,46.773778,-64.126831,1,23.7,15.57,9.81,8,18,1667,True
2004,Miramichi (NB),Middle Island,47.057687,-65.426951,5,18.0,10.398,7.45,52,311,4145,True
2005,Miramichi (NB),Middle Island,47.057687,-65.426951,5,19.7,9.54,8.62,34,213,1094,False
2006,Miramichi (NB),Middle Island,47.057687,-65.426951,5,19.32,11.74,7.632,30,0,1555,True
2007,Miramichi (NB),Middle Island,47.057687,-65.426951,5,18.58,9.8,10.938,34,887,1994,True
2008,Miramichi (NB),Middle Island,47.057687,-65.426951,5,17.16,5.48,9.036,28,55,1136,True
2009,Miramichi (NB),Middle Island,47.057687,-65.426951,5,16.36,8.54,8.582,40,334,3533,True
2010,Miramichi (NB),Middle Island,47.057687,-65.426951,5,19.02,13.28,7.78,34,359,2460,True
2011,Miramichi (NB),Middle Island,47.057687,-65.426951,3,20.067,7.133,8.303,17,242,578,True
2012,Miramichi (NB),Middle Island,47.057687,-65.426951,3,20.367,10.567,7.937,28,438,747,True
2013,Miramichi (NB),Middle Island,47.057687,-65.426951,3,18.8,7.78,8.023,15,159,1005,True
2014,Miramichi (NB),Middle Island,47.057687,-65.426951,3,19.333,4.053,8.773,21,75,183,True
2015,Miramichi (NB),Middle Island,47.057687,-65.426951,3,19.933,9.393,8.203,16,231,939,True
2016,Miramichi (NB),Middle Island,47.057687,-65.426951,3,18.4,8.573,7.257,17,230,462,True
2017,Miramichi (NB),Middle Island,47.057687,-65.426951,3,19.467,10.233,8.137,21,924,472,True
2018,Miramichi (NB),Middle Island,47.057687,-65.426951,1,15.0,4.35,9.45,2,244,1,False
2019,Miramichi (NB),Middle Island,47.057687,-65.426951,1,19.1,4.19,8.68,4,14,73,False
2009,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,5,19.22,26.28,8.9,27,143,2208,True
2010,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,5,17.64,27.88,7.486,17,595,1275,True
2011,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,3,19.867,26.5,7.553,17,514,1498,True
2012,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,3,25.133,28.067,5.78,13,167,1200,True
2013,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,3,25.6,27.997,8.63,20,286,1450,True
2014,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,3,21.533,26.5,8.427,15,363,704,True
2015,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,3,23.367,27.543,11.277,16,170,1276,True
2016,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,3,22.333,26.767,7.247,10,298,1413,True
2017,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,3,26.033,26.55,8.263,10,560,912,True
2018,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,1,25.3,26.77,7.82,3,187,205,True
2019,Malpèque Bay (PE),Montgomery Road,46.559339432,-63.711283524,1,24.3,26.41,9.66,2,16,137,True
2007,Pugwash (NS),Mundle's,45.8738,-63.653333,5,18.62,27.76,9.416,21,679,1480,True
2008,Pugwash (NS),Mundle's,45.8738,-63.653333,4,16.575,25.75,8.717,16,29,955,True
2009,Pugwash (NS),Mundle's,45.8738,-63.653333,5,19.16,27.88,9.832,20,304,201,True
2010,Pugwash (NS),Mundle's,45.8738,-63.653333,5,17.94,27.76,7.93,20,451,96,True
2011,Pugwash (NS),Mundle's,45.8738,-63.653333,3,19.9,26.433,8.713,10,176,243,True
2012,Pugwash (NS),Mundle's,45.8738,-63.653333,3,19.8,26.707,12.33,7,0,237,True
2013,Pugwash (NS),Mundle's,45.8738,-63.653333,3,20.033,27.243,8.867,12,67,680,True
2014,Pugwash (NS),Mundle's,45.8738,-63.653333,3,23.167,25.22,7.52,9,10,162,True
2015,Pugwash (NS),Mundle's,45.8738,-63.653333,3,20.067,27.887,9.197,11,166,57,True
2016,Pugwash (NS),Mundle's,45.8738,-63.653333,3,18.167,27.923,7.557,10,20,95,True
2017,Pugwash (NS),Mundle's,45.8738,-63.653333,3,18.567,26.72,9.007,11,15,145,True
2018,Pugwash (NS),Mundle's,45.8738,-63.653333,1,25.9,27.1,7.26,2,0,5,True
2019,Pugwash (NS),Mundle's,45.8738,-63.653333,1,19.6,27.05,7.67,2,0,2,False
2004,Miramichi (NB),Murdock beach,47.074723,-65.33653,5,19.28,6.46,7.786,47,704,2821,True
2005,Miramichi (NB),Murdock beach,47.074723,-65.33653,5,19.44,5.38,8.82,29,80,863,False
2006,Miramichi (NB),Murdock beach,47.074723,-65.33653,5,18.92,7.26,7.678,20,10,980,False
2007,Miramichi (NB),Murdock beach,47.074723,-65.33653,5,17.5,15.1,11.362,31,42,1810,True
2008,Miramichi (NB),Murdock beach,47.074723,-65.33653,5,17.08,8.48,9.24,39,54,1029,True
2009,Miramichi (NB),Murdock beach,47.074723,-65.33653,5,15.38,12.7,9.222,47,206,1995,True
2010,Miramichi (NB),Murdock beach,47.074723,-65.33653,5,17.8,16.18,7.892,31,259,1802,True
2011,Miramichi (NB),Murdock beach,47.074723,-65.33653,3,24.633,10.767,8.293,24,523,375,True
2012,Miramichi (NB),Murdock beach,47.074723,-65.33653,3,19.4,16.3,8.31,21,78,278,True
2013,Miramichi (NB),Murdock beach,47.074723,-65.33653,3,19.133,12.753,8.24,23,671,408,True
2014,Miramichi (NB),Murdock beach,47.074723,-65.33653,3,19.433,6.93,8.817,23,256,223,True
2015,Miramichi (NB),Murdock beach,47.074723,-65.33653,3,18.933,15.087,8.457,21,400,761,True
2016,Miramichi (NB),Murdock beach,47.074723,-65.33653,3,17.3,11.877,7.313,15,21,132,True
2017,Miramichi (NB),Murdock beach,47.074723,-65.33653,3,18.4,14.47,8.303,24,211,164,True
2018,Miramichi (NB),Murdock beach,47.074723,-65.33653,1,14.0,9.72,9.42,4,1,24,False
2019,Miramichi (NB),Murdock beach,47.074723,-65.33653,1,18.0,8.61,8.76,2,9,4,False
2004,Mabou (NS),Murphy's Point,46.07235,-61.413583,5,15.44,24.612,8.04,47,6,2517,True
2005,Mabou (NS),Murphy's Point,46.07235,-61.413583,5,17.58,19.16,9.168,46,15,3034,True
2006,Mabou (NS),Murphy's Point,46.07235,-61.413583,5,18.72,22.86,7.668,46,412,1723,True
2007,Mabou (NS),Murphy's Point,46.07235,-61.413583,5,17.04,12.52,8.586,50,431,2223,True
2008,Mabou (NS),Murphy's Point,46.07235,-61.413583,5,19.48,22.1,9.496,57,1009,2699,True
2009,Mabou (NS),Murphy's Point,46.07235,-61.413583,5,19.988,24.546,9.776,47,344,1042,True
2010,Mabou (NS),Murphy's Point,46.07235,-61.413583,5,20.708,21.488,8.696,54,82,906,True
2011,Mabou (NS),Murphy's Point,46.07235,-61.413583,4,17.9,22.5,10.227,40,8,378,True
2012,Mabou (NS),Murphy's Point,46.07235,-61.413583,3,20.167,26.403,7.89,27,15,463,True
2013,Mabou (NS),Murphy's Point,46.07235,-61.413583,3,22.333,22.225,8.63,31,172,543,True
2014,Mabou (NS),Murphy's Point,46.07235,-61.413583,3,20.633,12.923,7.57,33,57,370,True
2015,Mabou (NS),Murphy's Point,46.07235,-61.413583,3,17.067,15.403,9.033,39,27,931,True
2016,Mabou (NS),Murphy's Point,46.07235,-61.413583,3,20.067,18.65,8.41,34,305,1099,True
2017,Mabou (NS),Murphy's Point,46.07235,-61.413583,3,21.833,24.647,9.563,37,40,872,True
2018,Mabou (NS),Murphy's Point,46.07235,-61.413583,1,21.1,14.1,11.3,10,12,207,True
2019,Mabou (NS),Murphy's Point,46.07235,-61.413583,1,20.7,20.62,8.56,17,202,511,True
2005,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,5,14.193,27.083,8.593,28,438,1054,True
2006,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,5,16.95,27.275,6.702,17,37,249,True
2007,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,5,18.08,27.16,7.126,21,102,629,True
2008,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,5,17.86,25.66,9.224,29,200,1083,True
2009,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,5,18.21,26.41,8.492,27,576,790,True
2010,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,5,18.2,26.46,7.624,25,53,491,True
2011,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,3,21.233,26.6,8.873,16,294,232,True
2012,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,3,22.4,26.9,7.133,17,38,121,True
2013,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,3,21.367,26.877,8.767,17,36,303,True
2014,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,3,20.967,25.923,9.037,16,29,138,True
2015,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,3,18.733,25.717,10.15,8,2,127,True
2016,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,3,21.567,18.74,8.97,11,19,105,True
2017,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,3,19.3,26.83,8.03,21,58,133,True
2018,Cape Jourimain (NB),Murray Beach,46.18005,-63.985433,1,21.8,26.76,10.25,7,1,18,True
2004,Antigonish (NS),Naveen Lane,45.635338,-61.904481,5,19.32,17.84,7.866,48,641,5694,True
2005,Antigonish (NS),Naveen Lane,45.635338,-61.904481,5,16.9,11.85,8.93,36,34,3068,True
2006,Antigonish (NS),Naveen Lane,45.635338,-61.904481,5,21.34,14.48,8.776,47,2546,10733,True
2007,Antigonish (NS),Naveen Lane,45.635338,-61.904481,5,19.32,13.28,11.16,50,1717,7189,True
2008,Antigonish (NS),Naveen Lane,45.635338,-61.904481,5,19.42,10.1,9.538,46,317,4526,True
2009,Antigonish (NS),Naveen Lane,45.635338,-61.904481,5,19.46,15.66,10.024,49,840,1447,True
2010,Antigonish (NS),Naveen Lane,45.635338,-61.904481,5,20.28,15.5,9.148,44,314,3911,True
2011,Antigonish (NS),Naveen Lane,45.635338,-61.904481,4,20.025,14.85,9.835,41,240,1771,True
2012,Antigonish (NS),Naveen Lane,45.635338,-61.904481,4,20.025,8.658,10.325,35,33,2878,True
2013,Antigonish (NS),Naveen Lane,45.635338,-61.904481,3,22.233,20.353,7.357,18,1773,3171,True
2017,Antigonish (NS),Naveen Lane,45.635338,-61.904481,3,20.233,21.58,7.923,29,45,2858,True
2018,Antigonish (NS),Naveen Lane,45.635338,-61.904481,1,21.0,7.16,11.62,14,5,2404,True
2019,Antigonish (NS),Naveen Lane,45.635338,-61.904481,1,18.4,13.55,8.02,9,0,820,False
2008,Eel Ground (NB),Nelson Road,46.96865,-65.55928,5,17.42,1.46,8.664,23,31,423,True
2009,Eel Ground (NB),Nelson Road,46.96865,-65.55928,5,17.2,2.3,9.338,31,53,731,True
2010,Eel Ground (NB),Nelson Road,46.96865,-65.55928,5,17.68,5.52,9.47,34,290,284,True
2011,Eel Ground (NB),Nelson Road,46.96865,-65.55928,3,21.933,0.967,8.113,19,132,402,True
