project_code__code_du_projet,sample_number__numéro_d'échantillon,waterbody_name__nom_masse_d'eau,collection_date__date_de_collecte,net/trap_type__type_filet/piège,scientific_name__nom_scientifique,common_name__nom_commun,abbreviated_name__nom_abrégé,dissection_date__date_dissection,fork_length__longueur_fourche,total_length__longueur_totale,total_mass__masse_totale,dna_tube_size__taille_tube_adn,notes__notes
MLR21,1625,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,10.7,11.5,14,2,
MLR21,1626,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,11.4,12,16.2,2,
MLR21,1627,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,11.3,12.1,16.2,2,
MLR21,1628,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,10.6,11.5,14.1,2,
MLR21,1629,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,11.1,12.3,17.3,2,
MLR21,1630,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,12.7,13.6,23.9,2,
MLR21,1631,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,12.8,13.5,28.8,2,Eroded caudal
MLR21,1632,Miramichi,2021/06/09,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/01,14.3,14.9,39.6,2,Eroded caudal
MLR21,1633,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,20.3,21.8,126.7,2,
MLR21,1634,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,21.3,22,126,2,
MLR21,1635,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,22.5,23.4,163.2,2,
MLR21,1636,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,20.6,21.5,148.8,2,
MLR21,1637,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,22.3,23,169.6,2,
MLR21,1638,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,22.4,23.5,207.1,2,Fish in stomach
MLR21,1639,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,22.5,26.4,218.9,2,
MLR21,1640,Miramichi,2021/06/09,N/A,Perca flavescens,Yellow Perch,Y.P.,2023/03/01,25.6,26.6,260.9,2,
MLR21,1641,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,16.8,18.2,58.5,2,
MLR21,1642,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,13.3,14.4,29,2,
MLR21,1643,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,16.4,17.5,52.3,2,
MLR21,1644,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,17.3,18.5,65.7,2,
MLR21,1645,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,17.3,19,66.8,2,
MLR21,1646,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,16.6,18.4,62.5,2,
MLR21,1647,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,17,18.5,62,2,
MLR21,1648,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,20.5,22.3,118.1,2,
MLR21,1649,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,8.5,9.4,7.4,2,
MLR21,1650,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,13.1,14.4,26.8,2,
MLR21,1651,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,12.6,13.9,24.5,2,
MLR21,1652,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,12.5,13.7,26,2,
MLR21,1653,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,13.3,14.2,28.3,2,
MLR21,1654,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,13.6,14.9,33.3,2,
MLR21,1655,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,13.6,14.5,31.2,2,
MLR21,1656,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,15.5,17,44.8,2,
MLR21,1657,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,15.4,16.6,45.1,2,
MLR21,1658,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,16.8,18.4,51.4,2,
MLR21,1659,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,17.5,19.3,66.8,2,
MLR21,1660,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/02,17.6,19.2,67.2,2,
MLR21,1661,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,13.4,14.7,29.9,2,
MLR21,1662,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,13.7,14.8,30.3,2,
MLR21,1663,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,16,17.2,54.5,2,
MLR21,1664,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,16.7,18.2,62,2,
MLR21,1665,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,16.5,18.1,55.6,2,Small stomach content
MLR21,1666,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,17,18.5,62.3,2,
MLR21,1667,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,18.5,20,79.5,2,
MLR21,1668,McKiel,2021/08/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,20,21.4,93.2,2,Small stomach content
MLR21,1669,McKiel,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,9,9.7,9.8,2,Eroded caudal
MLR21,1670,McKiel,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,7.5,7.9,5.3,2,Small liver
MLR21,1671,McKiel,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,8,8.8,6.3,2,Small liver
MLR21,1672,McKiel,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,8,8.4,6.1,2,"Eroded caudal,small liver"
MLR21,1673,McKiel,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,7.2,7.9,5,2,
MLR21,1674,McKiel,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/03,7.4,8,5.4,2,Small liver
MLR21,1675,McKiel,2021/06/26,N/A,Semotilus atromaculatus,Creek Chub,C.C.,2023/03/03,7.5,8,6,2,
MLR21,1676,McKiel,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/03,10.6,11.4,15.5,2,Small liver
MLR21,1677,McKiel,2021/06/26,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/03,14.4,14.4,32.4,2,
MLR21,1678,Nashwaak,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/06,9.9,10.7,11.5,2,
MLR21,1679,Nashwaak,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/06,11.3,12.3,17.3,2,
MLR21,1680,Nashwaak,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/06,12.2,13,19.7,2,
MLR21,1681,Nashwaak,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/06,14.3,15.8,35.6,2,
MLR21,1682,Nashwaak,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/06,16.5,18.5,53.7,2,
MLR21,1683,Nashwaak,2021/06/26,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/06,11.1,12.1,17.3,2,Small liver
MLR21,1684,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,11.3,13.1,25.3,2,Small liver
MLR21,1685,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,15,16.1,42.1,2,
MLR21,1686,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,16,17.1,48.8,2,
MLR21,1687,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,18.4,19.4,67.5,2,
MLR21,1688,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,17,18.2,62.3,2,
MLR21,1689,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,18.6,19.9,78.3,2,
MLR21,1690,Nashwaak,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/06,16.4,17.6,49,2,
MLR21,1691,Nashwaak,2021/06/26,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/06,15.9,17.4,51.1,2,
MLR21,1692,Nashwaak,2021/06/26,N/A,Luxilus cornutus,Common Shiner,C.S.,2023/03/06,11.6,12.4,19.2,2,
MLR21,1693,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,17.5,18.6,61.5,2,
MLR21,1694,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,17.3,18.4,63.4,2,
MLR21,1695,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,19,20,80.7,2,
MLR21,1696,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,20.5,21.6,90.7,2,
MLR21,1697,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,20.5,21.6,98.4,2,
MLR21,1698,Nashwaak,2021/06/26,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,22.5,24.1,135.5,2,
MLR21,1699,Nashwaak,2021/06/27,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,13.5,14.2,29.2,2,
MLR21,1700,Nashwaak,2021/06/27,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,14.5,15.2,37.2,2,
MLR21,1701,Nashwaak,2021/06/27,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,17.2,18.4,62.4,2,
MLR21,1702,Nashwaak,2021/06/27,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,20.5,21.9,108.5,2,
MLR21,1703,Nashwaak,2021/06/27,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,21.3,22.6,119.6,2,
MLR21,1704,Nashwaak,2021/06/27,N/A,Castostomus commersonii,White Sucker,W.S.,2023/03/06,24,25.5,175.9,2,
MLR21,1705,Nashwaak,2021/06/27,Fyke,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,8.9,8.9,8,2,No scales
MLR21,1706,Nashwaak,2021/06/27,Fyke,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,16,16.2,55.3,2,No scales
MLR21,1707,Nashwaak,2021/06/27,Fyke,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,16.4,16.7,54.7,2,No scales
MLR21,1708,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,18,18.3,76.6,2,No scales
MLR21,1709,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,17.9,18.4,69.4,2,No scales
MLR21,1710,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,18.3,18.8,67.6,2,No scales
MLR21,1711,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,19.6,20.1,104.7,2,No scales
MLR21,1712,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,19.4,19.7,101.2,2,No scales
MLR21,1713,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,19.9,20,94.4,2,"No scales, fish in stomach"
MLR21,1714,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,20.3,20.9,130.1,2,"No scales, perch in stomach"
MLR21,1715,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,20.6,21.1,122,2,No scales
MLR21,1716,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,16.5,17,58.2,2,No scales
MLR21,1717,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,18,18.4,70.8,2,"No scales, no pic"
MLR21,1718,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,15,15.4,43,2,"No scales, no pic"
MLR21,1719,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,16.3,16.5,58.5,2,"No scales, fish in stomach, no pic"
MLR21,1720,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,15.3,15.5,49.4,2,"No scales, no pic"
MLR21,1721,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,21.7,22.1,162.3,2,"No scales, yellow perch in stomach, no pic"
MLR21,1722,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,19.3,19.8,103,2,"No scales, no pic"
MLR21,1723,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,17.7,18.2,74.7,2,"No scales, no pic"
MLR21,1724,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,15.9,16.3,54,2,"No scales, no pic"
MLR21,1725,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,19.5,20,86.8,2,"No scales, no pic"
MLR21,1726,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,20.5,21.1,115.1,2,"No scales, no pic"
MLR21,1727,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,20.6,21.2,132.5,2,"No scales, no pic"
MLR21,1728,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/07,19.6,20.2,114.1,2,"No scales, fish in stomach, no pic"
MLR21,1729,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,16.9,17.3,62.8,2,No scales
MLR21,1730,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,24.6,25,188.5,2,"No scales, fish in stomach"
MLR21,1731,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,25.7,26.1,250.2,2,"No scales, 2 fish in stomach"
MLR21,1732,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,17.5,17.9,74.1,2,No scales
MLR21,1733,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,16.8,17,66.1,2,No scales
MLR21,1734,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,18.9,19.2,84.1,2,"No scales, fish in stomach "
MLR21,1735,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,19.8,20.4,100.6,2,"No scales, no pectoral"
MLR21,1736,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,19.3,19.5,91.9,2,No scales
MLR21,1737,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,20.6,21,120.1,2,No scales
MLR21,1738,Nashwaak,2021/06/27,Z-trap ,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/08,23,23.3,182.1,2,No scales
MLR21,1739,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.1,8.5,5,2,
MLR21,1740,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.4,8.8,6.3,2,
MLR21,1741,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.3,8.6,5.7,2,
MLR21,1742,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.3,8.6,5.8,2,
MLR21,1743,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.3,8.7,6.4,2,
MLR21,1744,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,7.9,8.2,5.1,2,
MLR21,1745,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.5,8.7,6.2,2,
MLR21,1746,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.3,8.7,6.2,2,
MLR21,1747,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.7,8.7,5.3,2,Eroded caudal
MLR21,1748,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,7.6,8,5.2,2,
MLR21,1749,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.6,9,6.1,2,
MLR21,1750,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,7.8,8.3,5.3,2,
MLR21,1751,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.4,8.7,5.7,2,
MLR21,1752,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.5,8.9,5.9,2,
MLR21,1753,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.7,9,6,2,
MLR21,1754,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.2,8.6,5.1,2,No scales
MLR21,1755,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.5,8.7,5.8,2,
MLR21,1756,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,7.8,8.2,5.2,2,
MLR21,1757,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.4,8.7,5.5,2,
MLR21,1758,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.2,8.7,6.1,2,
MLR21,1759,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/08,8.4,8.8,6.2,2,
MLR21,1760,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.2,8.7,5.8,2,
MLR21,1761,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.2,8.6,6,2, 
MLR21,1762,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.4,8.8,6.3,2,
MLR21,1763,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.2,8.5,6.3,2,
MLR21,1764,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.8,9.1,6.9,2,
MLR21,1765,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.4,8.7,6.2,2,
MLR21,1766,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.4,8.7,6.6,2,
MLR21,1767,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.9,9.2,6.7,2,
MLR21,1768,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.3,8.6,6.1,2,
MLR21,1769,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8,8.4,5.7,2,
MLR21,1770,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.9,8.3,5.6,2,
MLR21,1771,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.5,9,6.7,2,
MLR21,1772,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.3,8.6,5.9,2,
MLR21,1773,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.9,9.4,7.3,2,
MLR21,1774,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.1,8.6,5.7,2,
MLR21,1775,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.9,8.3,5.2,2,
MLR21,1776,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.7,8.1,5.2,2,
MLR21,1777,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.3,8.6,5.7,2,
MLR21,1778,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.5,8.9,6.9,2,
MLR21,1779,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.4,8.8,5.9,2,
MLR21,1780,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.5,9.1,6.7,2,
MLR21,1781,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.3,8.7,6.1,2,
MLR21,1782,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.4,8.9,6.6,2,
MLR21,1783,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.8,9.2,7.1,2,
MLR21,1784,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.9,9.3,7.1,2,
MLR21,1785,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.6,9.2,6.7,2,
MLR21,1786,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.1,8.6,5.7,2,
MLR21,1787,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.9,8.4,5.5,2,
MLR21,1788,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.4,8.7,5.5,2,
MLR21,1789,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.3,8.8,6.2,2,
MLR21,1790,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.8,8.2,5.4,2,
MLR21,1791,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.8,8.2,5.4,2,
MLR21,1792,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.4,7.7,4.5,2,
MLR21,1793,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.5,8.8,5.1,2,
MLR21,1794,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.1,8.5,5.5,2,
MLR21,1795,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.9,8.4,5.4,2,
MLR21,1796,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.1,8.6,5.9,2,
MLR21,1797,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.9,8.4,5.4,2,
MLR21,1798,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,8.5,8.9,6.3,2,
MLR21,1799,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/09,7.6,8.3,5.4,2,
MLR21,1800,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,8.1,8.5,6.3,2,
MLR21,1801,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,8.3,8.7,6.6,2,
MLR21,1802,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,8.5,9.1,7.2,2,
MLR21,1803,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.5,7.9,4.9,2,
MLR21,1804,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.5,7.9,5.4,2,
MLR21,1805,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,8.5,8.9,6.9,2,
MLR21,1806,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,8.3,8.7,6.4,2,
MLR21,1807,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.8,8.4,5.9,2,
MLR21,1808,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.9,8.7,5.9,2,
MLR21,1809,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.9,8.2,5,2,Eroded caudal
MLR21,1810,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.9,8.2,5.4,2,Eroded caudal
MLR21,1811,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,8.6,8.8,4.9,2,Eroded caudal
MLR21,1812,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.6,8.1,5.4,2,
MLR21,1813,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.5,8,5.6,2,
MLR21,1814,Nashwaak,2021/08/26,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/10,7.7,8.3,5.6,2,
