dateÉvénement,longitudeDécimal,latitudeDécimal,référenceGéodésique,typeObservation,sourceDonnées,station,étatProvince,nomVernaculaireEN,nomVernaculaireFR,nomScientifique,IDnomScientifique,IDnomScientifiqueBaseDonnées,étatOccurrence,étatDétailléOccurrence,quantitéOrganisme,typeQuantitéOrganisme,annéeDéploiement,moisDéploiement,jourDéploiement,annéeRécupération,moisRécupération,jourRécupération,nombreSemainesDéployées,IDstation,IDéchantillon
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Plaques de surveillance quantitatives perdues ou endommagées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Plaques de surveillance quantitatives perdues ou endommagées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Plaques de surveillance quantitatives perdues ou endommagées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Plaques de surveillance quantitatives perdues ou endommagées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
10/8/2021,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,9,2021,10,8,17.29,46,4197
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/1/2022,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,46,4285
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
9/11/2023,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,5,24,2023,9,11,15.71,46,4349
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
8/28/2024,-64.88725,47.081316,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Escuminac,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,17,2024,8,28,10.29,46,4394
